causa,nivel,frecuencia,nivel_probabilidad,origen
TRAUMATISMOS SUPERFICIALES QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,1,2212.0,1.0,manual
OTROS PARTOS ÚNICOS POR CESÁREA,2,2202.0,1.0,manual
DIABETES MELLITUS TIPO 1,3,2198.0,1.0,manual
"FRACTURA DE LA PIERNA, INCLUSIVE DEL TOBILLO",2,2187.0,1.0,manual
FRACTURA DE OTRAS PARTES DE LA PIERNA,2,2186.0,1.0,manual
HIPERPLASIA ADENOMATOSA DEL ENDOMETRIO,2,2181.0,1.0,manual
HEMORROIDES,1,2170.0,1.0,manual
"OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS",2,2166.0,1.0,manual
RUPTURA ESPONTÁNEA DE OTROS TENDONES,2,2164.0,1.0,manual
TUMOR BENIGNO DE LA MAMA,2,2157.0,1.0,manual
FISURA ANAL AGUDA,1,2141.0,1.0,manual
LESIONES DEL HOMBRO,2,2134.0,1.0,manual
"LUPUS ERITEMATOSO SISTÉMICO, SIN OTRA ESPECIFICACIÓN",3,2129.0,1.0,manual
PSORIASIS VULGAR,1,2119.0,1.0,manual
"ENFERMEDAD CARDIOVASCULAR ATEROSCLERÓTICA, ASÍ DESCRITA",3,2118.0,1.0,manual
NEUMONÍA DEBIDA A VIRUS SINCITIAL RESPIRATORIO,2,2113.0,1.0,manual
"TUMOR MALIGNO, DE SITIO PRIMARIO DESCONOCIDO, ASÍ DESCRITO",3,2110.0,1.0,manual
RUPTURA DE LIGAMENTOS A NIVEL DEL TOBILLO Y DEL PIE,2,2102.0,1.0,manual
OTROS TRASTORNOS ESPECIFICADOS DE LA GLÁNDULA TIROIDES,1,2099.0,1.0,manual
DESPRENDIMIENTO DE LA RETINA CON RUPTURA,3,2096.0,1.0,manual
FRACTURA DEL MALÉOLO EXTERNO,2,2088.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HUESO Y CARTÍLAGO ARTICULAR,3,2086.0,1.0,manual
GANGLIÓN,1,2079.0,1.0,manual
"ASMA, NO ESPECIFICADO",2,2077.0,1.0,manual
ENFERMEDAD DIVERTICULAR DEL INTESTINO,2,2067.0,1.0,manual
OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN,1,2066.0,1.0,manual
"GASTRODUODENITIS, NO ESPECIFICADA",1,2057.0,1.0,manual
PÓLIPOS INFLAMATORIOS,1,2045.0,1.0,manual
"OTROS TRASTORNOS DEL SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE",3,2038.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON,3,2031.0,1.0,manual
"LUPUS ERITEMATOSO SISTÉMICO, INDUCIDO POR DROGAS",3,2020.0,1.0,manual
OTRAS GONARTROSIS PRIMARIAS,2,2015.0,1.0,manual
GONARTROSIS [ARTROSIS DE LA RODILLA],2,2014.0,1.0,manual
EMBOLIA Y TROMBOSIS DE OTRAS VENAS ESPECIFICADAS,3,1986.0,1.0,manual
COLECISTITIS,2,1983.0,1.0,manual
TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES MASCULINOS,2,1982.0,1.0,manual
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, PARTE NO ESPECIFICADA",3,1980.0,1.0,manual
VÉRTIGO PAROXÍSTICO BENIGNO,1,1972.0,1.0,manual
INFARTO AGUDO DEL MIOCARDIO,3,1959.0,1.0,manual
GASTROENTERITIS Y COLITIS DE ORIGEN NO ESPECIFICADO,1,1958.0,1.0,manual
TIROTOXICOSIS CON BOCIO DIFUSO,3,1955.0,1.0,manual
GASTRITIS Y DUODENITIS,1,1940.0,1.0,manual
"GONARTROSIS, NO ESPECIFICADA",2,1930.0,1.0,manual
CONDROMALACIA DE LA RÓTULA,1,1921.0,1.0,manual
DEGENERACIÓN DE LA MÁCULA Y DEL POLO POSTERIOR DEL OJO,3,1921.0,1.0,manual
"PARTO ÚNICO ASISTIDO, SIN OTRA ESPECIFICACIÓN",2,1919.0,1.0,manual
SINUSITIS MAXILAR AGUDA,1,1914.0,1.0,manual
OTRAS HERNIAS VENTRALES Y LAS NO ESPECIFICADAS SIN OBSTRUCCIÓN O GANGRENA,2,1903.0,1.0,manual
ESGUINCES Y TORCEDURAS DE DEDO(S) DE LA MANO,1,1902.0,1.0,manual
CONTUSIÓN DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,1,1895.0,1.0,manual
RADICULOPATÍA,2,1887.0,1.0,manual
HIPERLIPIDEMIA MIXTA,1,1885.0,1.0,manual
FÍSTULA ANORRECTAL,2,1874.0,1.0,manual
OTROS TRASTORNOS METABOLICOS,3,1873.0,1.0,manual
INSUFICIENCIA CARDÍACA CONGESTIVA,3,1863.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA,3,1862.0,1.0,manual
ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO CON PERFORACIÓN Y ABSCESO,3,1855.0,1.0,manual
CONSULTA PARA REPETICIÓN DE RECETA,1,1854.0,1.0,manual
ESGUINCES Y TORCEDURAS DE LA ARTICULACIÓN DEL HOMBRO,1,1839.0,1.0,manual
PARÁLISIS DE BELL,2,1837.0,1.0,manual
ESGUINCES Y TORCEDURAS QUE COMPROMETEN LOS LIGAMENTOS LATERALES (EXTERNO) (INTERNO) DE LA RODILLA,2,1821.0,1.0,manual
FRACTURA DE LA EPÍFISIS INFERIOR DE LA TIBIA,2,1819.0,1.0,manual
"ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, SIN PERFORACIÓN NI ABSCESO",2,1808.0,1.0,manual
HIPOPITUITARISMO,3,1799.0,1.0,manual
"PRODUCTO ÚNICO, NACIDO EN HOSPITAL",1,1794.0,1.0,manual
LEPTOSPIROSIS ICTEROHEMORRÁGICA,3,1785.0,1.0,manual
CEFALEA,1,1778.0,1.0,manual
HEMORROIDES EXTERNAS CON OTRAS COMPLICACIONES,2,1771.0,1.0,manual
TUMOR MALIGNO DEL ENDOCÉRVIX,3,1767.0,1.0,manual
SÍNDROME DE GUILLAIN-BARRÉ,3,1760.0,1.0,manual
TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DEL TRONCO,2,1758.0,1.0,manual
"TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA",3,1748.0,1.0,manual
BALANOPOSTITIS,1,1747.0,1.0,manual
"OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, SIN OBSTRUCCIÓN NI GANGRENA",2,1741.0,1.0,manual
"ABORTO ESPONTÁNEO INCOMPLETO, SIN COMPLICACIÓN",2,1736.0,1.0,manual
"ABORTO ESPONTÁNEO INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",2,1736.0,1.0,manual
"TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO",3,1728.0,1.0,manual
"ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO",3,1709.0,1.0,manual
TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA,1,1706.0,1.0,manual
"TRASTORNO DE LA REFRACCIÓN, NO ESPECIFICADO",1,1704.0,1.0,manual
"EXAMEN PSIQUIÁTRICO GENERAL, NO CLASIFICADO EN OTRA PARTE",1,1702.0,1.0,manual
USO EMERGENTE DE U07,1,1696.0,1.0,manual
PRURIGO DE BESNIER,1,1695.0,1.0,manual
"DIABETES MELLITUS TIPO 1, CON CETOACIDOSIS",3,1691.0,1.0,manual
CARIES LIMITADA AL ESMALTE,1,1691.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS ESPECIFICADOS,3,1680.0,1.0,manual
TUMOR MALIGNO DEL TESTÍCULO NO DESCENDIDO,3,1679.0,1.0,manual
"INTOXICACIÓN ALIMENTARIA BACTERIANA, NO ESPECIFICADA",1,1676.0,1.0,manual
DEDO EN GATILLO,2,1658.0,1.0,manual
CATARATA TRAUMÁTICA,2,1651.0,1.0,manual
HIPERTROFIA DE LAS ADENOIDES,2,1649.0,1.0,manual
"FISURA ANAL, NO ESPECIFICADA",1,1641.0,1.0,manual
"TERMINACIÓN DEL EMBARAZO, FETO Y RECIÉN NACIDO",1,1639.0,1.0,manual
DIABETES MELLITUS INSULINODEPENDIENTE CON COMA,3,1628.0,1.0,manual
BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO,2,1622.0,1.0,manual
FRACTURA DE VÉRTEBRA LUMBAR,2,1620.0,1.0,manual
"TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA",1,1619.0,1.0,manual
PARTO POR CESÁREA CON HISTERECTOMÍA,3,1618.0,1.0,manual
URTICARIA ALÉRGICA,1,1615.0,1.0,manual
FIBRILACIÓN Y ALETEO VENTRICULAR,3,1613.0,1.0,manual
"BRONQUIOLITIS AGUDA, NO ESPECIFICADA",2,1604.0,1.0,manual
CONSOLIDACIÓN DEFECTUOSA DE FRACTURA,2,1600.0,1.0,manual
"COXARTROSIS, NO ESPECIFICADA",2,1600.0,1.0,manual
EPILEPSIA,3,1595.0,1.0,manual
OTROS TRASTORNOS DE DISCO CERVICAL,2,1588.0,1.0,manual
"MIGRAÑA, NO ESPECIFICADA",1,1583.0,1.0,manual
"FARINGITIS AGUDA, NO ESPECIFICADA",1,1573.0,1.0,manual
SÍNDROME DE LA ARTICULACIÓN CONDROCOSTAL [TIETZE],1,1573.0,1.0,manual
SÍNDROME SECO [SJÖGREN],3,1560.0,1.0,manual
TRASTORNO DE MENISCO DEBIDO A DESGARRO O LESIÓN ANTIGUA,2,1558.0,1.0,manual
EXAMEN GINECOLÓGICO (GENERAL) (DE RUTINA),1,1549.0,1.0,manual
"OTROS TRAUMATISMOS DEL PIE Y DEL TOBILLO, ESPECIFICADOS",1,1549.0,1.0,manual
DEFORMIDAD ADQUIRIDA DE LA NARIZ,2,1548.0,1.0,manual
HERNIA HIATAL CONGÉNITA,2,1538.0,1.0,manual
"HIDROCELE, NO ESPECIFICADO",2,1535.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ÚTERO,3,1531.0,1.0,manual
CISTOCELE,2,1529.0,1.0,manual
"INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA",1,1522.0,1.0,manual
TUMOR MALIGNO DEL COLON SIGMOIDE,3,1520.0,1.0,manual
"ISQUEMIA CEREBRAL TRANSITORIA, SIN OTRA ESPECIFICACIÓN",3,1515.0,1.0,manual
ABSCESO ISQUIORRECTAL,2,1510.0,1.0,manual
"CEFALEA VASCULAR, NCOP",1,1500.0,1.0,manual
HEMORROIDES TROMBOSADAS NO ESPECIFICADAS,2,1497.0,1.0,manual
SÍNDROME MUCOCUTÁNEO LINFONODULAR [KAWASAKI],3,1496.0,1.0,manual
PANCREATITIS AGUDA,3,1490.0,1.0,manual
LINFOMA DE HODGKIN CON PREDOMINIO LINFOCÍTICO NODULAR,3,1490.0,1.0,manual
"INFLUENZA CON NEUMONÍA, DEBIDA A OTRO VIRUS DE LA INFLUENZA ESTACIONAL IDENTIFICADO",2,1489.0,1.0,manual
OTRAS SINOVITIS Y TENOSINOVITIS,1,1488.0,1.0,manual
"LUXACIÓN DEL CODO, NO ESPECIFICADA",2,1488.0,1.0,manual
ENFERMEDAD NO ESPECIFICADA DE LOS TEJIDOS DENTALES DUROS,1,1480.0,1.0,manual
CALACIO [CHALAZIÓN],1,1475.0,1.0,manual
HERIDA DEL PÁRPADO Y DE LA REGIÓN PERIOCULAR,2,1469.0,1.0,manual
SINDROME DEL COLON IRRITABLE,1,1469.0,1.0,manual
"TUMOR MALIGNO DEL CEREBRO, EXCEPTO LÓBULOS Y VENTRÍCULOS",3,1455.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTÓMAGO,3,1452.0,1.0,manual
GLAUCOMA PRIMARIO DE ÁNGULO ABIERTO,1,1444.0,1.0,manual
OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS,2,1443.0,1.0,manual
OTROS HIPOTIROIDISMOS ESPECIFICADOS,1,1443.0,1.0,manual
VERRUGAS (VENÉREAS) ANOGENITALES,1,1437.0,1.0,manual
"HEMORRAGIA VAGINAL Y UTERINA ANORMAL, NO ESPECIFICADA",2,1435.0,1.0,manual
"TESTÍCULO NO DESCENDIDO, BILATERAL",2,1432.0,1.0,manual
TENOSINOVITIS DE ESTILOIDES RADIAL [DE QUERVAIN],1,1427.0,1.0,manual
OTRAS COXARTROSIS PRIMARIAS,2,1426.0,1.0,manual
HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL,1,1416.0,1.0,manual
TUMOR MALIGNO DEL ENDOMETRIO,3,1413.0,1.0,manual
"HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA",2,1407.0,1.0,manual
OTRAS ENDOMETRIOSIS,2,1401.0,1.0,manual
LARINGOFARINGITIS AGUDA,1,1400.0,1.0,manual
"EMBARAZO ECTÓPICO, NO ESPECIFICADO",2,1399.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA HIPÓFISIS,3,1393.0,1.0,manual
HERIDA DE LA MEJILLA Y DE LA REGIÓN TEMPOROMANDIBULAR,1,1390.0,1.0,manual
"HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCIÓN NI GANGRENA",2,1390.0,1.0,manual
CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,1,1382.0,1.0,manual
TRASTORNOS DE LA ACOMODACION Y DE LA REFRACCION,1,1379.0,1.0,manual
LUXACIÓN DE LA MUÑECA,2,1379.0,1.0,manual
"PERSONA QUE TEME ESTAR ENFERMA, A QUIEN NO SE HACE DIAGNÓSTICO",1,1379.0,1.0,manual
BOCIO MULTINODULAR NO TÓXICO,2,1376.0,1.0,manual
FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA MUÑECA Y DE LA MANO,2,1374.0,1.0,manual
FRACTURAS MÚLTIPLES DE LOS DEDOS DE LA MANO,2,1372.0,1.0,manual
OTRAS EPILEPSIAS,2,1361.0,1.0,manual
"ENDOMETRIOSIS, NO ESPECIFICADA",2,1357.0,1.0,manual
CELULITIS DE OTRAS PARTES DE LOS MIEMBROS,2,1355.0,1.0,manual
SÍNDROME ARTERIAL VÉRTEBRO-BASILAR,3,1353.0,1.0,manual
CARCINOMA IN SITU DE LA MAMA,2,1345.0,1.0,manual
"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DEL TOBILLO Y DEL PIE",2,1343.0,1.0,manual
OBESIDAD DEBIDA A EXCESO DE CALORÍAS,1,1339.0,1.0,manual
LUXACIÓN DE LA CABEZA DEL RADIO,2,1338.0,1.0,manual
"CÓLERA, NO ESPECIFICADO",3,1336.0,1.0,manual
HIPOTERMIA NO ASOCIADA CON BAJA TEMPERATURA DEL AMBIENTE,3,1324.0,1.0,manual
OTROS PRODUCTOS ANORMALES ESPECIFICADOS DE LA CONCEPCIÓN,2,1313.0,1.0,manual
"CAÍDA EN O DESDE ESCALERA Y ESCALONES, VIVIENDA",2,1311.0,1.0,manual
ABSCESO DE LA GLÁNDULA DE BARTHOLIN,2,1296.0,1.0,manual
HERIDA DE LA RODILLA,1,1294.0,1.0,manual
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO CONJUNTIVO Y OTRO TEJIDO BLANDO,3,1291.0,1.0,manual
"OTRAS DIABETES MELLITUS ESPECIFICADAS, CON COMA",3,1285.0,1.0,manual
NEURALGIA DEL TRIGÉMINO,1,1284.0,1.0,manual
"HEPATITIS AGUDA TIPO A, SIN COMA HEPÁTICO",2,1274.0,1.0,manual
"INFARTO CEREBRAL, NO ESPECIFICADO",3,1273.0,1.0,manual
CONTUSIÓN DEL TÓRAX,1,1269.0,1.0,manual
"DIABETES MELLITUS TIPO 2, CON CETOACIDOSIS",3,1256.0,1.0,manual
OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA,1,1255.0,1.0,manual
FRACTURA A NIVEL DE LA MUÑECA Y DE LA MANO,2,1252.0,1.0,manual
"CARIES DENTAL, NO ESPECIFICADA",1,1248.0,1.0,manual
"TRASTORNO DE LOS DISCOS INTERVERTEBRALES, NO ESPECIFICADO",2,1246.0,1.0,manual
TRAUMATISMO SUPERFICIAL DE LA NARIZ,1,1245.0,0.46649410218842463,modelo
FRACTURA DE LA DIÁFISIS DEL CÚBITO,2,1242.0,0.8437677735927837,modelo
INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS PRECEREBRALES,3,1239.0,0.5591513750430567,modelo
CARDIOMIOPATÍA DILATADA,1,1230.0,0.44087774462835105,modelo
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRÁQUEA, DE LOS BRONQUIOS Y DEL PULMÓN",3,1230.0,0.8369428338091169,modelo
TUMOR MALIGNO DEL BRONQUIO PRINCIPAL,3,1228.0,0.8997848589296367,modelo
MIGRAÑA CON AURA [MIGRAÑA CLÁSICA],2,1227.0,0.42266627026609177,modelo
GASTRITIS CRÓNICA ATRÓFICA,1,1221.0,0.45346081250037495,modelo
ACNÉ VULGAR,1,1220.0,1.0,manual
"APENDICITIS, NO ESPECIFICADA",1,1217.0,0.4088337612273732,modelo
"DISPLASIA DEL CUELLO DEL ÚTERO, NO ESPECIFICADA",2,1212.0,1.0,manual
"ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",2,1210.0,0.5265301032832048,modelo
SÍNDROME DE BUDD-CHIARI,1,1208.0,0.47411172046722294,modelo
EMBOLIA PULMONAR CON MENCIÓN DE CORAZÓN PULMONAR AGUDO,3,1205.0,0.5311134314157532,modelo
"SEPSIS BACTERIANA DEL RECIÉN NACIDO, NO ESPECIFICADA",3,1203.0,0.458375796985117,modelo
ACALASIA DEL CARDIAS,2,1198.0,0.47573436020665627,modelo
PIELONEFRITIS CRÓNICA NO OBSTRUCTIVA ASOCIADA CON REFLUJO,2,1195.0,0.3685132659746295,modelo
"HEMANGIOMA, DE CUALQUIER SITIO",1,1186.0,1.0,manual
"ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS CON ABSCESO",2,1182.0,0.5187394106488835,modelo
OTROS DESPRENDIMIENTOS DE LA RETINA,1,1181.0,0.5469741044321587,modelo
"TORSIÓN DE OVARIO, PEDÍCULO DE OVARIO Y TROMPA DE FALOPIO",1,1177.0,0.5973247054481903,modelo
OTRAS CIRROSIS DEL HÍGADO Y LAS NO ESPECIFICADAS,1,1170.0,0.39748908312009945,modelo
CONTUSIÓN DE LA CADERA,1,1170.0,0.5434774879096256,modelo
OTRAS EPILEPSIAS Y SÍNDROMES EPILÉPTICOS GENERALIZADOS,1,1168.0,0.4545369000003501,modelo
CARCINOMA IN SITU DEL ENDOMETRIO,2,1166.0,0.41081998122049285,modelo
RETINOPATÍA DIABÉTICA,1,1161.0,0.44087774462835105,modelo
FIBRILACIÓN Y ALETEO AURICULAR,1,1160.0,0.44087774462835105,modelo
EPILEPSIA Y SÍNDROMES EPILÉPTICOS IDIOPÁTICOS GENERALIZADOS,1,1157.0,0.44173855322065636,modelo
"ANEURISMA CEREBRAL, SIN RUPTURA",3,1155.0,1.0,manual
LARINGOTRAQUEÍTIS AGUDA,1,1155.0,0.4399293681895331,modelo
ARTROSIS PRIMARIA DE OTRAS ARTICULACIONES,1,1154.0,0.5925856610657341,modelo
MIOPÍA DEGENERATIVA,1,1151.0,0.44087774462835105,modelo
"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN",3,1148.0,1.0,manual
BURSITIS DEL HOMBRO,2,1147.0,0.433445039233925,modelo
LUPUS ERITEMATOSO SISTÉMICO CON COMPROMISO DE ÓRGANOS O SISTEMAS,3,1144.0,0.41753135874567127,modelo
"TRAUMATISMO DE LA PIERNA, NO ESPECIFICADO",3,1141.0,0.4011721493705796,modelo
"AMIGDALITIS AGUDA, NO ESPECIFICADA",1,1140.0,0.5800784196877997,modelo
TUMOR MALIGNO DE LA PORCIÓN CENTRAL DE LA MAMA,3,1138.0,0.8171699151273359,modelo
"FRACTURA DEL PIE, NO ESPECIFICADA",2,1131.0,1.0,manual
ABSCESO ANORRECTAL,2,1127.0,0.6147879135058928,modelo
"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y LIGAMENTOS DE LA RODILLA",1,1125.0,0.44606210259902723,modelo
FRACTURAS MÚLTIPLES DE LA PIERNA,2,1124.0,0.4745786373152253,modelo
TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE MIEMBROS,2,1124.0,0.5096972539416087,modelo
FRACTURA DEL MALÉOLO INTERNO,2,1121.0,0.8374869315182127,modelo
TRAUMATISMO SUPERFICIAL DE LA CABEZA,1,1121.0,0.4788833580163696,modelo
OTRAS ARTRITIS REUMATOIDES ESPECIFICADAS,1,1121.0,0.3953510483282511,modelo
ESPONDILOLISTESIS,1,1110.0,0.44087774462835105,modelo
OTRAS ENFERMEDADES ESPECIFICADAS DE LOS TEJIDOS DUROS DE LOS DIENTES,1,1107.0,0.5852979330449801,modelo
"TESTÍCULO NO DESCENDIDO, SIN OTRA ESPECIFICACIÓN",1,1105.0,0.44420406151216796,modelo
"TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN, PARTE NO ESPECIFICADA",3,1090.0,0.9135375534282228,modelo
TUMOR MALIGNO DEL CARDIAS,3,1088.0,0.8997848589296367,modelo
CELULITIS DE OTROS SITIOS,1,1087.0,0.4847426789766393,modelo
RINITIS ALERGICA Y VASOMOTORA,1,1082.0,0.623363971231248,modelo
SÍNDROME DE FELTY,1,1079.0,0.47411172046722294,modelo
OTRAS CATARATAS SENILES,2,1078.0,1.0,manual
OSTEOPOROSIS SIN FRACTURA PATOLOGICA,1,1076.0,0.5114694542311173,modelo
PIGMENTACIONES Y DEPÓSITOS EN LA CÓRNEA,1,1076.0,0.4219917873564764,modelo
TRASTORNOS DEL TESTÍCULO Y DEL EPIDÍDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,1074.0,0.6944795182733436,modelo
LUXACIÓN DE LA RODILLA,2,1066.0,0.6847181882449226,modelo
LITIASIS URINARIA EN ESQUISTOSOMIASIS [BILHARZIASIS],2,1058.0,0.38149025042467977,modelo
OTRAS OBSTRUCCIONES DEL INTESTINO,3,1054.0,0.39750347795854596,modelo
OTROS TRAUMATISMOS ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,1,1051.0,0.3887431098557465,modelo
"INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION",1,1049.0,0.44962052351109927,modelo
OTROS QUISTES DE LA BOLSA SEROSA,1,1048.0,0.5766213788937998,modelo
"DEGENERACIÓN GRASA DEL HÍGADO, NO CLASIFICADA EN OTRA PARTE",2,1048.0,0.6147546868337654,modelo
TUMOR MALIGNO DEL TRÍGONO VESICAL,3,1047.0,0.8997848589296367,modelo
COXARTROSIS [ARTROSIS DE LA CADERA],2,1047.0,0.5147346090767112,modelo
RINITIS CRÓNICA,1,1046.0,0.5307343019587046,modelo
"DIABETES MELLITUS TIPO 1, CON COMPLICACIONES RENALES",3,1044.0,0.5801221994126958,modelo
"FIBRILACIÓN Y ALETEO AURICULAR, NO ESPECIFICADO",1,1044.0,0.41610052739449616,modelo
"TRASTORNO DE DISCO CERVICAL, NO ESPECIFICADO",2,1043.0,0.425738281789646,modelo
"DISPLASIA CERVICAL SEVERA, NO CLASIFICADA EN OTRA PARTE",2,1042.0,1.0,manual
"TESTÍCULO NO DESCENDIDO, UNILATERAL",1,1039.0,0.3853963149942213,modelo
TRASTORNOS DE DISCO CERVICAL,2,1038.0,0.5534048449473253,modelo
OTITIS MEDIA AGUDA SEROSA,1,1037.0,1.0,manual
"TUMOR MALIGNO DEL TESTÍCULO, NO ESPECIFICADO",3,1034.0,0.9442036190799113,modelo
"SÍNDROME NEFRÓTICO, ANOMALÍA GLOMERULAR MÍNIMA",3,1033.0,0.6243280582453223,modelo
CONTUSIÓN DE DEDO(S) DE LA MANO CON DAÑO DE LA(S) UÑA(S),1,1031.0,1.0,manual
OTRAS DEGENERACIONES ESPECIFICADAS DE DISCO INTERVERTEBRAL,2,1029.0,1.0,manual
"DIABETES MELLITUS TIPO 2, CON COMPLICACIONES RENALES",3,1021.0,0.5801221994126958,modelo
FRACTURA DE LA BÓVEDA DEL CRÁNEO,2,1020.0,0.6948449512055062,modelo
LUXACIÓN DE DEDOS DE LA MANO,2,1014.0,1.0,manual
HEMORROIDES EXTERNAS TROMBOSADAS,2,1008.0,0.4444605761789087,modelo
ÍLEO PARALÍTICO,1,1007.0,0.44087774462835105,modelo
CONDROMALACIA,1,1007.0,0.44087774462835105,modelo
DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR,2,1005.0,0.37155542238416134,modelo
FRACTURA DE OTRAS PARTES DEL HOMBRO Y DEL BRAZO,2,1002.0,0.5768477483867183,modelo
CONTUSIÓN DE DEDO(S) DEL PIE SIN DAÑO DE LA(S) UÑA(S),1,1001.0,0.7206864732292559,modelo
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, SUPRATENTORIAL",3,1000.0,0.8521303859937636,modelo
CONTUSIÓN DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL PIE,1,996.0,1.0,manual
RETINOPATÍAS DEL FONDO Y CAMBIOS VASCULARES RETINIANOS,2,994.0,0.47573436020665627,modelo
ENTERITIS DEBIDA A SALMONELLA,1,992.0,0.48831311005873096,modelo
TUMOR BENIGNO DE SITIO NO ESPECIFICADO,1,990.0,1.0,manual
LEUCEMIA MIELOBLÁSTICA AGUDA [LMA],3,987.0,0.5708158738917839,modelo
PÓLIPO RECTAL,1,983.0,0.4597472742441929,modelo
CARCINOMA IN SITU DE LA GLÁNDULA TIROIDES Y DE OTRAS GLÁNDULAS ENDOCRINAS,1,980.0,0.4013351755862712,modelo
FISURA ANAL CRÓNICA,1,976.0,0.447318010648214,modelo
PESO EXTREMADAMENTE BAJO AL NACER,2,976.0,0.3772111147595936,modelo
CÁLCULO EN LA VEJIGA,2,976.0,0.3863368311167143,modelo
PÚRPURA TROMBOCITOPÉNICA IDIOPÁTICA,1,975.0,0.43198577945678385,modelo
"DEFORMIDAD EN VALGO, NO CLASIFICADA EN OTRA PARTE",2,973.0,0.5203056592607423,modelo
TORSIÓN DEL TESTÍCULO,3,973.0,1.0,manual
HEMORROIDES EXTERNAS SIN COMPLICACIÓN,1,972.0,0.6492181757312315,modelo
"SÍNDROME DE DOWN, NO ESPECIFICADO",1,971.0,0.49793477400892416,modelo
HIPERTENSIÓN PULMONAR PRIMARIA,1,970.0,0.4223431425162799,modelo
DEFORMIDAD DE DEDO(S) DE LA MANO,2,965.0,0.4576596613072848,modelo
AMPUTACIÓN TRAUMÁTICA DE OTRO DEDO ÚNICO (COMPLETA) (PARCIAL),3,964.0,0.6052102492597515,modelo
OTROS TRASTORNOS ESPECIFICADOS DE LOS MÚSCULOS,1,961.0,0.4419946588838425,modelo
